Stats {attempts = 0, rejected = 10563}
Stats {attempts = 0, rejected = 8343}
Stats {attempts = 0, rejected = 13719}
Stats {attempts = 0, rejected = 12575}
Stats {attempts = 0, rejected = 4139}
Stats {attempts = 0, rejected = 20968}
Stats {attempts = 0, rejected = 8851}
Stats {attempts = 0, rejected = 9112}
Stats {attempts = 0, rejected = 11667}
Stats {attempts = 0, rejected = 8489}
Stats {attempts = 0, rejected = 9852}
Stats {attempts = 0, rejected = 7252}
Stats {attempts = 0, rejected = 15053}
Stats {attempts = 0, rejected = 5983}
Stats {attempts = 0, rejected = 4971}
Stats {attempts = 0, rejected = 35425}
Stats {attempts = 0, rejected = 18711}
Stats {attempts = 0, rejected = 22529}
Stats {attempts = 0, rejected = 21773}
Stats {attempts = 0, rejected = 33647}
Stats {attempts = 0, rejected = 17418}
Stats {attempts = 0, rejected = 6014}
Stats {attempts = 0, rejected = 31477}
Stats {attempts = 0, rejected = 9488}
Stats {attempts = 0, rejected = 18134}
Stats {attempts = 0, rejected = 14121}
Stats {attempts = 0, rejected = 6675}
Stats {attempts = 0, rejected = 13672}
Stats {attempts = 0, rejected = 7951}
Stats {attempts = 0, rejected = 12312}
Stats {attempts = 0, rejected = 32435}
Stats {attempts = 0, rejected = 17204}
Stats {attempts = 0, rejected = 17192}
Stats {attempts = 0, rejected = 15382}
Stats {attempts = 0, rejected = 9422}
Stats {attempts = 0, rejected = 8306}
Stats {attempts = 0, rejected = 15774}
Stats {attempts = 0, rejected = 30056}
Stats {attempts = 0, rejected = 8346}
Stats {attempts = 0, rejected = 1746}
Stats {attempts = 0, rejected = 13589}
Stats {attempts = 0, rejected = 14833}
Stats {attempts = 0, rejected = 20018}
Stats {attempts = 0, rejected = 16734}
Stats {attempts = 0, rejected = 16310}
Stats {attempts = 0, rejected = 17387}
Stats {attempts = 0, rejected = 13406}
Stats {attempts = 0, rejected = 10119}
Stats {attempts = 0, rejected = 15706}
Stats {attempts = 0, rejected = 22098}
Stats {attempts = 0, rejected = 12323}
Stats {attempts = 0, rejected = 7917}
Stats {attempts = 0, rejected = 7709}
Stats {attempts = 0, rejected = 30837}
Stats {attempts = 0, rejected = 5941}
Stats {attempts = 0, rejected = 13877}
Stats {attempts = 0, rejected = 20997}
Stats {attempts = 0, rejected = 11586}
Stats {attempts = 0, rejected = 22709}
Stats {attempts = 0, rejected = 17393}
Stats {attempts = 0, rejected = 17281}
Stats {attempts = 0, rejected = 38822}
Stats {attempts = 0, rejected = 9334}
Stats {attempts = 0, rejected = 10156}
Stats {attempts = 0, rejected = 33416}
Stats {attempts = 0, rejected = 11955}
Stats {attempts = 0, rejected = 15067}
Stats {attempts = 0, rejected = 13992}
Stats {attempts = 0, rejected = 7521}
Stats {attempts = 0, rejected = 15849}
Stats {attempts = 0, rejected = 11451}
Stats {attempts = 0, rejected = 20181}
Stats {attempts = 0, rejected = 10688}
Stats {attempts = 0, rejected = 6059}
Stats {attempts = 0, rejected = 24286}
Stats {attempts = 0, rejected = 7917}
Stats {attempts = 0, rejected = 15290}
Stats {attempts = 0, rejected = 24836}
Stats {attempts = 0, rejected = 26828}
